participantID,question,rating,targetType,targetNumber,facialColoration,shownEmotion,emotionChoiceID,target_gender
P007,WF-003-R-F_6,2.0,WF,003,R,F,6,Female
P024,WF-003-R-F_6,2.0,WF,003,R,F,6,Female
P002,WF-003-R-F_6,1.0,WF,003,R,F,6,Female
P055,WF-005-R-N_4,1.0,WF,005,R,N,4,Female
P036,WF-005-R-N_4,2.0,WF,005,R,N,4,Female
P018,WF-005-R-N_4,1.0,WF,005,R,N,4,Female
P014,WF-005-R-N_4,1.0,WF,005,R,N,4,Female
P050,WF-005-R-N_4,3.0,WF,005,R,N,4,Female
P011,WF-005-R-N_4,2.0,WF,005,R,N,4,Female
P030,WF-005-R-N_4,2.0,WF,005,R,N,4,Female
P005,WF-005-R-N_4,5.0,WF,005,R,N,4,Female
P024,WF-005-R-N_4,3.0,WF,005,R,N,4,Female
P001,WF-005-R-N_4,3.0,WF,005,R,N,4,Female
P055,WF-005-R-HC_1,5.0,WF,005,R,HC,1,Female
P036,WF-005-R-HC_1,3.0,WF,005,R,HC,1,Female
P018,WF-005-R-HC_1,4.0,WF,005,R,HC,1,Female
P014,WF-005-R-HC_1,5.0,WF,005,R,HC,1,Female
P050,WF-005-R-HC_1,4.0,WF,005,R,HC,1,Female
P011,WF-005-R-HC_1,5.0,WF,005,R,HC,1,Female
P030,WF-005-R-HC_1,5.0,WF,005,R,HC,1,Female
P005,WF-005-R-HC_1,4.0,WF,005,R,HC,1,Female
P024,WF-005-R-HC_1,5.0,WF,005,R,HC,1,Female
P001,WF-005-R-HC_1,5.0,WF,005,R,HC,1,Female
P055,WF-005-R-A_4,5.0,WF,005,R,A,4,Female
P036,WF-005-R-A_4,3.0,WF,005,R,A,4,Female
P018,WF-005-R-A_4,4.0,WF,005,R,A,4,Female
P014,WF-005-R-A_4,5.0,WF,005,R,A,4,Female
P050,WF-005-R-A_4,5.0,WF,005,R,A,4,Female
P011,WF-005-R-A_4,5.0,WF,005,R,A,4,Female
P030,WF-005-R-A_4,5.0,WF,005,R,A,4,Female
P005,WF-005-R-A_4,2.0,WF,005,R,A,4,Female
P024,WF-005-R-A_4,5.0,WF,005,R,A,4,Female
P001,WF-005-R-A_4,4.0,WF,005,R,A,4,Female
P055,WF-005-R-F_6,4.0,WF,005,R,F,6,Female
P036,WF-005-R-F_6,4.0,WF,005,R,F,6,Female
P018,WF-005-R-F_6,4.0,WF,005,R,F,6,Female
P014,WF-005-R-F_6,4.0,WF,005,R,F,6,Female
P050,WF-005-R-F_6,4.0,WF,005,R,F,6,Female
P011,WF-005-R-F_6,4.0,WF,005,R,F,6,Female
P030,WF-005-R-F_6,4.0,WF,005,R,F,6,Female
P005,WF-005-R-F_6,1.0,WF,005,R,F,6,Female
P024,WF-005-R-F_6,2.0,WF,005,R,F,6,Female
P001,WF-005-R-F_6,2.0,WF,005,R,F,6,Female
P60,WF-007-R-N_4,1.0,WF,007,R,N,4,Female
P055,WF-007-R-N_4,1.0,WF,007,R,N,4,Female
P035,WF-007-R-N_4,1.0,WF,007,R,N,4,Female
P016,WF-007-R-N_4,2.0,WF,007,R,N,4,Female
P051,WF-007-R-N_4,3.0,WF,007,R,N,4,Female
P010,WF-007-R-N_4,1.0,WF,007,R,N,4,Female
P009,WF-007-R-N_4,1.0,WF,007,R,N,4,Female
P044,WF-007-R-N_4,1.0,WF,007,R,N,4,Female
P025,WF-007-R-N_4,1.0,WF,007,R,N,4,Female
P002,WF-007-R-N_4,2.0,WF,007,R,N,4,Female
P60,WF-007-R-HC_1,5.0,WF,007,R,HC,1,Female
P055,WF-007-R-HC_1,4.0,WF,007,R,HC,1,Female
P035,WF-007-R-HC_1,5.0,WF,007,R,HC,1,Female
P016,WF-007-R-HC_1,4.0,WF,007,R,HC,1,Female
P051,WF-007-R-HC_1,5.0,WF,007,R,HC,1,Female
P010,WF-007-R-HC_1,5.0,WF,007,R,HC,1,Female
P009,WF-007-R-HC_1,5.0,WF,007,R,HC,1,Female
P044,WF-007-R-HC_1,5.0,WF,007,R,HC,1,Female
P025,WF-007-R-HC_1,5.0,WF,007,R,HC,1,Female
P002,WF-007-R-HC_1,4.0,WF,007,R,HC,1,Female
P60,WF-007-R-A_4,5.0,WF,007,R,A,4,Female
P055,WF-007-R-A_4,4.0,WF,007,R,A,4,Female
P035,WF-007-R-A_4,5.0,WF,007,R,A,4,Female
P016,WF-007-R-A_4,4.0,WF,007,R,A,4,Female
P051,WF-007-R-A_4,5.0,WF,007,R,A,4,Female
P010,WF-007-R-A_4,5.0,WF,007,R,A,4,Female
P009,WF-007-R-A_4,4.0,WF,007,R,A,4,Female
P044,WF-007-R-A_4,3.0,WF,007,R,A,4,Female
P025,WF-007-R-A_4,5.0,WF,007,R,A,4,Female
P002,WF-007-R-A_4,5.0,WF,007,R,A,4,Female
P60,WF-007-R-F_6,3.0,WF,007,R,F,6,Female
P055,WF-007-R-F_6,3.0,WF,007,R,F,6,Female
P035,WF-007-R-F_6,1.0,WF,007,R,F,6,Female
P016,WF-007-R-F_6,5.0,WF,007,R,F,6,Female
P051,WF-007-R-F_6,5.0,WF,007,R,F,6,Female
P010,WF-007-R-F_6,5.0,WF,007,R,F,6,Female
P009,WF-007-R-F_6,3.0,WF,007,R,F,6,Female
P044,WF-007-R-F_6,1.0,WF,007,R,F,6,Female
P025,WF-007-R-F_6,5.0,WF,007,R,F,6,Female
P002,WF-007-R-F_6,2.0,WF,007,R,F,6,Female
P064,WF-008-R-N_4,2.0,WF,008,R,N,4,Female
P058,WF-008-R-N_4,1.0,WF,008,R,N,4,Female
P019,WF-008-R-N_4,1.0,WF,008,R,N,4,Female
P033,WF-008-R-N_4,1.0,WF,008,R,N,4,Female
P032,WF-008-R-N_4,1.0,WF,008,R,N,4,Female
P048,WF-008-R-N_4,2.0,WF,008,R,N,4,Female
P008,WF-008-R-N_4,1.0,WF,008,R,N,4,Female
P029,WF-008-R-N_4,1.0,WF,008,R,N,4,Female
P007,WF-008-R-N_4,2.0,WF,008,R,N,4,Female
P004,WF-008-R-N_4,1.0,WF,008,R,N,4,Female
P001,WF-008-R-N_4,1.0,WF,008,R,N,4,Female
P064,WF-008-R-HC_1,5.0,WF,008,R,HC,1,Female
P058,WF-008-R-HC_1,5.0,WF,008,R,HC,1,Female
P019,WF-008-R-HC_1,3.0,WF,008,R,HC,1,Female
P033,WF-008-R-HC_1,5.0,WF,008,R,HC,1,Female
P032,WF-008-R-HC_1,3.0,WF,008,R,HC,1,Female
P048,WF-008-R-HC_1,5.0,WF,008,R,HC,1,Female
P008,WF-008-R-HC_1,5.0,WF,008,R,HC,1,Female
P029,WF-008-R-HC_1,5.0,WF,008,R,HC,1,Female
P007,WF-008-R-HC_1,4.0,WF,008,R,HC,1,Female
P004,WF-008-R-HC_1,5.0,WF,008,R,HC,1,Female
P001,WF-008-R-HC_1,5.0,WF,008,R,HC,1,Female
P064,WF-008-R-A_4,5.0,WF,008,R,A,4,Female
P058,WF-008-R-A_4,5.0,WF,008,R,A,4,Female
P019,WF-008-R-A_4,4.0,WF,008,R,A,4,Female
P033,WF-008-R-A_4,4.0,WF,008,R,A,4,Female
P032,WF-008-R-A_4,5.0,WF,008,R,A,4,Female
P048,WF-008-R-A_4,3.0,WF,008,R,A,4,Female
P008,WF-008-R-A_4,4.0,WF,008,R,A,4,Female
P029,WF-008-R-A_4,4.0,WF,008,R,A,4,Female
P007,WF-008-R-A_4,5.0,WF,008,R,A,4,Female
P004,WF-008-R-A_4,5.0,WF,008,R,A,4,Female
P001,WF-008-R-A_4,5.0,WF,008,R,A,4,Female
P064,WF-008-R-F_6,4.0,WF,008,R,F,6,Female
P058,WF-008-R-F_6,2.0,WF,008,R,F,6,Female
P019,WF-008-R-F_6,3.0,WF,008,R,F,6,Female
P033,WF-008-R-F_6,1.0,WF,008,R,F,6,Female
P032,WF-008-R-F_6,3.0,WF,008,R,F,6,Female
P048,WF-008-R-F_6,5.0,WF,008,R,F,6,Female
P008,WF-008-R-F_6,4.0,WF,008,R,F,6,Female
P029,WF-008-R-F_6,5.0,WF,008,R,F,6,Female
P007,WF-008-R-F_6,4.0,WF,008,R,F,6,Female
P004,WF-008-R-F_6,5.0,WF,008,R,F,6,Female
P001,WF-008-R-F_6,5.0,WF,008,R,F,6,Female
P60,WF-009-R-N_4,1.0,WF,009,R,N,4,Female
P059,WF-009-R-N_4,1.0,WF,009,R,N,4,Female
P054,WF-009-R-N_4,1.0,WF,009,R,N,4,Female
P034,WF-009-R-N_4,2.0,WF,009,R,N,4,Female
P053,WF-009-R-N_4,1.0,WF,009,R,N,4,Female
P045,WF-009-R-N_4,2.0,WF,009,R,N,4,Female
P029,WF-009-R-N_4,1.0,WF,009,R,N,4,Female
P027,WF-009-R-N_4,1.0,WF,009,R,N,4,Female
P003,WF-009-R-N_4,4.0,WF,009,R,N,4,Female
P60,WF-009-R-HC_1,5.0,WF,009,R,HC,1,Female
P059,WF-009-R-HC_1,5.0,WF,009,R,HC,1,Female
P054,WF-009-R-HC_1,4.0,WF,009,R,HC,1,Female
P034,WF-009-R-HC_1,4.0,WF,009,R,HC,1,Female
P053,WF-009-R-HC_1,4.0,WF,009,R,HC,1,Female
P045,WF-009-R-HC_1,4.0,WF,009,R,HC,1,Female
P029,WF-009-R-HC_1,5.0,WF,009,R,HC,1,Female
P027,WF-009-R-HC_1,5.0,WF,009,R,HC,1,Female
P003,WF-009-R-HC_1,5.0,WF,009,R,HC,1,Female
P60,WF-009-R-A_4,5.0,WF,009,R,A,4,Female
P059,WF-009-R-A_4,4.0,WF,009,R,A,4,Female
P054,WF-009-R-A_4,4.0,WF,009,R,A,4,Female
P034,WF-009-R-A_4,3.0,WF,009,R,A,4,Female
P053,WF-009-R-A_4,4.0,WF,009,R,A,4,Female
P045,WF-009-R-A_4,4.0,WF,009,R,A,4,Female
P029,WF-009-R-A_4,5.0,WF,009,R,A,4,Female
P027,WF-009-R-A_4,5.0,WF,009,R,A,4,Female
P003,WF-009-R-A_4,5.0,WF,009,R,A,4,Female
P60,WF-009-R-F_6,3.0,WF,009,R,F,6,Female
P059,WF-009-R-F_6,1.0,WF,009,R,F,6,Female
P054,WF-009-R-F_6,1.0,WF,009,R,F,6,Female
P034,WF-009-R-F_6,1.0,WF,009,R,F,6,Female
P053,WF-009-R-F_6,2.0,WF,009,R,F,6,Female
P045,WF-009-R-F_6,2.0,WF,009,R,F,6,Female
P029,WF-009-R-F_6,5.0,WF,009,R,F,6,Female
P027,WF-009-R-F_6,2.0,WF,009,R,F,6,Female
P003,WF-009-R-F_6,4.0,WF,009,R,F,6,Female
P059,WF-010-R-N_4,3.0,WF,010,R,N,4,Female
P037,WF-010-R-N_4,2.0,WF,010,R,N,4,Female
P017,WF-010-R-N_4,2.0,WF,010,R,N,4,Female
P014,WF-010-R-N_4,3.0,WF,010,R,N,4,Female
P050,WF-010-R-N_4,3.0,WF,010,R,N,4,Female
P010,WF-010-R-N_4,1.0,WF,010,R,N,4,Female
P009,WF-010-R-N_4,1.0,WF,010,R,N,4,Female
P006,WF-010-R-N_4,2.0,WF,010,R,N,4,Female
P004,WF-010-R-N_4,2.0,WF,010,R,N,4,Female
P059,WF-010-R-HC_1,1.0,WF,010,R,HC,1,Female
P037,WF-010-R-HC_1,1.0,WF,010,R,HC,1,Female
P017,WF-010-R-HC_1,4.0,WF,010,R,HC,1,Female
P014,WF-010-R-HC_1,4.0,WF,010,R,HC,1,Female
P050,WF-010-R-HC_1,3.0,WF,010,R,HC,1,Female
P010,WF-010-R-HC_1,4.0,WF,010,R,HC,1,Female
P009,WF-010-R-HC_1,4.0,WF,010,R,HC,1,Female
P006,WF-010-R-HC_1,3.0,WF,010,R,HC,1,Female
P004,WF-010-R-HC_1,3.0,WF,010,R,HC,1,Female
P059,WF-010-R-A_4,4.0,WF,010,R,A,4,Female
P037,WF-010-R-A_4,3.0,WF,010,R,A,4,Female
P017,WF-010-R-A_4,3.0,WF,010,R,A,4,Female
P014,WF-010-R-A_4,4.0,WF,010,R,A,4,Female
P050,WF-010-R-A_4,5.0,WF,010,R,A,4,Female
P010,WF-010-R-A_4,3.0,WF,010,R,A,4,Female
P009,WF-010-R-A_4,4.0,WF,010,R,A,4,Female
P006,WF-010-R-A_4,3.0,WF,010,R,A,4,Female
P004,WF-010-R-A_4,2.0,WF,010,R,A,4,Female
P059,WF-010-R-F_6,1.0,WF,010,R,F,6,Female
P037,WF-010-R-F_6,1.0,WF,010,R,F,6,Female
P017,WF-010-R-F_6,2.0,WF,010,R,F,6,Female
P014,WF-010-R-F_6,3.0,WF,010,R,F,6,Female
P050,WF-010-R-F_6,1.0,WF,010,R,F,6,Female
P010,WF-010-R-F_6,4.0,WF,010,R,F,6,Female
P009,WF-010-R-F_6,2.0,WF,010,R,F,6,Female
P006,WF-010-R-F_6,2.0,WF,010,R,F,6,Female
P004,WF-010-R-F_6,2.0,WF,010,R,F,6,Female
P065,WF-011-R-N_4,1.0,WF,011,R,N,4,Female
P062,WF-011-R-N_4,2.0,WF,011,R,N,4,Female
p057,WF-011-R-N_4,2.0,WF,011,R,N,4,Female
P054,WF-011-R-N_4,5.0,WF,011,R,N,4,Female
P033,WF-011-R-N_4,1.0,WF,011,R,N,4,Female
P013,WF-011-R-N_4,2.0,WF,011,R,N,4,Female
P053,WF-011-R-N_4,2.0,WF,011,R,N,4,Female
P047,WF-011-R-N_4,1.0,WF,011,R,N,4,Female
P028,WF-011-R-N_4,1.0,WF,011,R,N,4,Female
P027,WF-011-R-N_4,1.0,WF,011,R,N,4,Female
P026,WF-011-R-N_4,2.0,WF,011,R,N,4,Female
P023,WF-011-R-N_4,1.0,WF,011,R,N,4,Female
P065,WF-011-R-HC_1,5.0,WF,011,R,HC,1,Female
P062,WF-011-R-HC_1,5.0,WF,011,R,HC,1,Female
p057,WF-011-R-HC_1,5.0,WF,011,R,HC,1,Female
P054,WF-011-R-HC_1,4.0,WF,011,R,HC,1,Female
P033,WF-011-R-HC_1,5.0,WF,011,R,HC,1,Female
P013,WF-011-R-HC_1,4.0,WF,011,R,HC,1,Female
P053,WF-011-R-HC_1,4.0,WF,011,R,HC,1,Female
P047,WF-011-R-HC_1,5.0,WF,011,R,HC,1,Female
P028,WF-011-R-HC_1,5.0,WF,011,R,HC,1,Female
P027,WF-011-R-HC_1,5.0,WF,011,R,HC,1,Female
P026,WF-011-R-HC_1,5.0,WF,011,R,HC,1,Female
P023,WF-011-R-HC_1,5.0,WF,011,R,HC,1,Female
P065,WF-011-R-A_4,3.0,WF,011,R,A,4,Female
P062,WF-011-R-A_4,5.0,WF,011,R,A,4,Female
p057,WF-011-R-A_4,4.0,WF,011,R,A,4,Female
P054,WF-011-R-A_4,3.0,WF,011,R,A,4,Female
P033,WF-011-R-A_4,5.0,WF,011,R,A,4,Female
P013,WF-011-R-A_4,5.0,WF,011,R,A,4,Female
P053,WF-011-R-A_4,4.0,WF,011,R,A,4,Female
P047,WF-011-R-A_4,4.0,WF,011,R,A,4,Female
P028,WF-011-R-A_4,5.0,WF,011,R,A,4,Female
P027,WF-011-R-A_4,5.0,WF,011,R,A,4,Female
P026,WF-011-R-A_4,5.0,WF,011,R,A,4,Female
P023,WF-011-R-A_4,5.0,WF,011,R,A,4,Female
P065,WF-011-R-F_6,2.0,WF,011,R,F,6,Female
P062,WF-011-R-F_6,5.0,WF,011,R,F,6,Female
p057,WF-011-R-F_6,4.0,WF,011,R,F,6,Female
P054,WF-011-R-F_6,1.0,WF,011,R,F,6,Female
P033,WF-011-R-F_6,1.0,WF,011,R,F,6,Female
P013,WF-011-R-F_6,4.0,WF,011,R,F,6,Female
P053,WF-011-R-F_6,4.0,WF,011,R,F,6,Female
P047,WF-011-R-F_6,4.0,WF,011,R,F,6,Female
P028,WF-011-R-F_6,3.0,WF,011,R,F,6,Female
P027,WF-011-R-F_6,5.0,WF,011,R,F,6,Female
P026,WF-011-R-F_6,4.0,WF,011,R,F,6,Female
P023,WF-011-R-F_6,5.0,WF,011,R,F,6,Female
P066,WF-012-R-N_4,1.0,WF,012,R,N,4,Female
P062,WF-012-R-N_4,2.0,WF,012,R,N,4,Female
P056,WF-012-R-N_4,1.0,WF,012,R,N,4,Female
P036,WF-012-R-N_4,1.0,WF,012,R,N,4,Female
P016,WF-012-R-N_4,2.0,WF,012,R,N,4,Female
P048,WF-012-R-N_4,1.0,WF,012,R,N,4,Female
P031,WF-012-R-N_4,1.0,WF,012,R,N,4,Female
P028,WF-012-R-N_4,1.0,WF,012,R,N,4,Female
P044,WF-012-R-N_4,1.0,WF,012,R,N,4,Female
P026,WF-012-R-N_4,1.0,WF,012,R,N,4,Female
P023,WF-012-R-N_4,1.0,WF,012,R,N,4,Female
P066,WF-012-R-HC_1,4.0,WF,012,R,HC,1,Female
P062,WF-012-R-HC_1,5.0,WF,012,R,HC,1,Female
P056,WF-012-R-HC_1,5.0,WF,012,R,HC,1,Female
P036,WF-012-R-HC_1,5.0,WF,012,R,HC,1,Female
P016,WF-012-R-HC_1,5.0,WF,012,R,HC,1,Female
P048,WF-012-R-HC_1,5.0,WF,012,R,HC,1,Female
P031,WF-012-R-HC_1,5.0,WF,012,R,HC,1,Female
P028,WF-012-R-HC_1,4.0,WF,012,R,HC,1,Female
P044,WF-012-R-HC_1,5.0,WF,012,R,HC,1,Female
P026,WF-012-R-HC_1,3.0,WF,012,R,HC,1,Female
P023,WF-012-R-HC_1,5.0,WF,012,R,HC,1,Female
P066,WF-012-R-A_4,3.0,WF,012,R,A,4,Female
P062,WF-012-R-A_4,4.0,WF,012,R,A,4,Female
P056,WF-012-R-A_4,4.0,WF,012,R,A,4,Female
P036,WF-012-R-A_4,3.0,WF,012,R,A,4,Female
P016,WF-012-R-A_4,2.0,WF,012,R,A,4,Female
P048,WF-012-R-A_4,4.0,WF,012,R,A,4,Female
P031,WF-012-R-A_4,3.0,WF,012,R,A,4,Female
P028,WF-012-R-A_4,4.0,WF,012,R,A,4,Female
P044,WF-012-R-A_4,2.0,WF,012,R,A,4,Female
P026,WF-012-R-A_4,3.0,WF,012,R,A,4,Female
P023,WF-012-R-A_4,5.0,WF,012,R,A,4,Female
P066,WF-012-R-F_6,2.0,WF,012,R,F,6,Female
P062,WF-012-R-F_6,1.0,WF,012,R,F,6,Female
P056,WF-012-R-F_6,2.0,WF,012,R,F,6,Female
P036,WF-012-R-F_6,1.0,WF,012,R,F,6,Female
P016,WF-012-R-F_6,1.0,WF,012,R,F,6,Female
P048,WF-012-R-F_6,2.0,WF,012,R,F,6,Female
P031,WF-012-R-F_6,5.0,WF,012,R,F,6,Female
P028,WF-012-R-F_6,1.0,WF,012,R,F,6,Female
P044,WF-012-R-F_6,1.0,WF,012,R,F,6,Female
P026,WF-012-R-F_6,2.0,WF,012,R,F,6,Female
P023,WF-012-R-F_6,1.0,WF,012,R,F,6,Female
