participantID,item,rating,targetType,targetNumber,facialColoration,shownEmotion,emotionChoiceID,target_gender,ratedEmotion,congruent_choice
P066,WF-001-NR-N_4,1,WF,001,NR,N,4,Female,Angry,4
P064,WF-001-NR-N_4,5,WF,001,NR,N,4,Female,Angry,4
P056,WF-001-NR-N_4,3,WF,001,NR,N,4,Female,Angry,4
P037,WF-001-NR-N_4,2,WF,001,NR,N,4,Female,Angry,4
P018,WF-001-NR-N_4,4,WF,001,NR,N,4,Female,Angry,4
P013,WF-001-NR-N_4,3,WF,001,NR,N,4,Female,Angry,4
P049,WF-001-NR-N_4,1,WF,001,NR,N,4,Female,Angry,4
P031,WF-001-NR-N_4,3,WF,001,NR,N,4,Female,Angry,4
P045,WF-001-NR-N_4,4,WF,001,NR,N,4,Female,Angry,4
P006,WF-001-NR-N_4,3,WF,001,NR,N,4,Female,Angry,4
P003,WF-001-NR-N_4,4,WF,001,NR,N,4,Female,Angry,4
P022,WF-001-NR-N_4,1,WF,001,NR,N,4,Female,Angry,4
P066,WF-001-NR-HC_1,5,WF,001,NR,HC,1,Female,Happy,1
P064,WF-001-NR-HC_1,3,WF,001,NR,HC,1,Female,Happy,1
P056,WF-001-NR-HC_1,5,WF,001,NR,HC,1,Female,Happy,1
P037,WF-001-NR-HC_1,4,WF,001,NR,HC,1,Female,Happy,1
P018,WF-001-NR-HC_1,4,WF,001,NR,HC,1,Female,Happy,1
P013,WF-001-NR-HC_1,4,WF,001,NR,HC,1,Female,Happy,1
P049,WF-001-NR-HC_1,5,WF,001,NR,HC,1,Female,Happy,1
P031,WF-001-NR-HC_1,5,WF,001,NR,HC,1,Female,Happy,1
P045,WF-001-NR-HC_1,4,WF,001,NR,HC,1,Female,Happy,1
P006,WF-001-NR-HC_1,4,WF,001,NR,HC,1,Female,Happy,1
P003,WF-001-NR-HC_1,5,WF,001,NR,HC,1,Female,Happy,1
P022,WF-001-NR-HC_1,4,WF,001,NR,HC,1,Female,Happy,1
P066,WF-001-NR-A_4,2,WF,001,NR,A,4,Female,Angry,4
P064,WF-001-NR-A_4,3,WF,001,NR,A,4,Female,Angry,4
P056,WF-001-NR-A_4,1,WF,001,NR,A,4,Female,Angry,4
P037,WF-001-NR-A_4,3,WF,001,NR,A,4,Female,Angry,4
P018,WF-001-NR-A_4,2,WF,001,NR,A,4,Female,Angry,4
P013,WF-001-NR-A_4,4,WF,001,NR,A,4,Female,Angry,4
P049,WF-001-NR-A_4,5,WF,001,NR,A,4,Female,Angry,4
P031,WF-001-NR-A_4,4,WF,001,NR,A,4,Female,Angry,4
P045,WF-001-NR-A_4,3,WF,001,NR,A,4,Female,Angry,4
P006,WF-001-NR-A_4,3,WF,001,NR,A,4,Female,Angry,4
P003,WF-001-NR-A_4,4,WF,001,NR,A,4,Female,Angry,4
P022,WF-001-NR-A_4,5,WF,001,NR,A,4,Female,Angry,4
P066,WF-001-NR-F_6,2,WF,001,NR,F,6,Female,Scared,6
P064,WF-001-NR-F_6,2,WF,001,NR,F,6,Female,Scared,6
P056,WF-001-NR-F_6,4,WF,001,NR,F,6,Female,Scared,6
P037,WF-001-NR-F_6,2,WF,001,NR,F,6,Female,Scared,6
P018,WF-001-NR-F_6,1,WF,001,NR,F,6,Female,Scared,6
P013,WF-001-NR-F_6,4,WF,001,NR,F,6,Female,Scared,6
P049,WF-001-NR-F_6,5,WF,001,NR,F,6,Female,Scared,6
P031,WF-001-NR-F_6,3,WF,001,NR,F,6,Female,Scared,6
P045,WF-001-NR-F_6,3,WF,001,NR,F,6,Female,Scared,6
P006,WF-001-NR-F_6,3,WF,001,NR,F,6,Female,Scared,6
P003,WF-001-NR-F_6,3,WF,001,NR,F,6,Female,Scared,6
P022,WF-001-NR-F_6,3,WF,001,NR,F,6,Female,Scared,6
P063,WF-002-NR-N_4,2,WF,002,NR,N,4,Female,Angry,4
P058,WF-002-NR-N_4,1,WF,002,NR,N,4,Female,Angry,4
P019,WF-002-NR-N_4,3,WF,002,NR,N,4,Female,Angry,4
P017,WF-002-NR-N_4,3,WF,002,NR,N,4,Female,Angry,4
P032,WF-002-NR-N_4,1,WF,002,NR,N,4,Female,Angry,4
P051,WF-002-NR-N_4,4,WF,002,NR,N,4,Female,Angry,4
P011,WF-002-NR-N_4,2,WF,002,NR,N,4,Female,Angry,4
P008,WF-002-NR-N_4,1,WF,002,NR,N,4,Female,Angry,4
P005,WF-002-NR-N_4,5,WF,002,NR,N,4,Female,Angry,4
P025,WF-002-NR-N_4,2,WF,002,NR,N,4,Female,Angry,4
P022,WF-002-NR-N_4,1,WF,002,NR,N,4,Female,Angry,4
P063,WF-002-NR-HC_1,3,WF,002,NR,HC,1,Female,Happy,1
P058,WF-002-NR-HC_1,5,WF,002,NR,HC,1,Female,Happy,1
P019,WF-002-NR-HC_1,4,WF,002,NR,HC,1,Female,Happy,1
P017,WF-002-NR-HC_1,3,WF,002,NR,HC,1,Female,Happy,1
P032,WF-002-NR-HC_1,4,WF,002,NR,HC,1,Female,Happy,1
P051,WF-002-NR-HC_1,5,WF,002,NR,HC,1,Female,Happy,1
P011,WF-002-NR-HC_1,4,WF,002,NR,HC,1,Female,Happy,1
P008,WF-002-NR-HC_1,4,WF,002,NR,HC,1,Female,Happy,1
P005,WF-002-NR-HC_1,5,WF,002,NR,HC,1,Female,Happy,1
P025,WF-002-NR-HC_1,4,WF,002,NR,HC,1,Female,Happy,1
P022,WF-002-NR-HC_1,4,WF,002,NR,HC,1,Female,Happy,1
P063,WF-002-NR-A_4,5,WF,002,NR,A,4,Female,Angry,4
P058,WF-002-NR-A_4,5,WF,002,NR,A,4,Female,Angry,4
P019,WF-002-NR-A_4,2,WF,002,NR,A,4,Female,Angry,4
P017,WF-002-NR-A_4,3,WF,002,NR,A,4,Female,Angry,4
P032,WF-002-NR-A_4,4,WF,002,NR,A,4,Female,Angry,4
P051,WF-002-NR-A_4,5,WF,002,NR,A,4,Female,Angry,4
P011,WF-002-NR-A_4,4,WF,002,NR,A,4,Female,Angry,4
P008,WF-002-NR-A_4,3,WF,002,NR,A,4,Female,Angry,4
P005,WF-002-NR-A_4,2,WF,002,NR,A,4,Female,Angry,4
P025,WF-002-NR-A_4,1,WF,002,NR,A,4,Female,Angry,4
P022,WF-002-NR-A_4,3,WF,002,NR,A,4,Female,Angry,4
P063,WF-002-NR-F_6,1,WF,002,NR,F,6,Female,Scared,6
P058,WF-002-NR-F_6,1,WF,002,NR,F,6,Female,Scared,6
P019,WF-002-NR-F_6,2,WF,002,NR,F,6,Female,Scared,6
P017,WF-002-NR-F_6,1,WF,002,NR,F,6,Female,Scared,6
P032,WF-002-NR-F_6,2,WF,002,NR,F,6,Female,Scared,6
P051,WF-002-NR-F_6,1,WF,002,NR,F,6,Female,Scared,6
P011,WF-002-NR-F_6,1,WF,002,NR,F,6,Female,Scared,6
P008,WF-002-NR-F_6,1,WF,002,NR,F,6,Female,Scared,6
P005,WF-002-NR-F_6,2,WF,002,NR,F,6,Female,Scared,6
P025,WF-002-NR-F_6,1,WF,002,NR,F,6,Female,Scared,6
P022,WF-002-NR-F_6,1,WF,002,NR,F,6,Female,Scared,6
P065,WF-003-NR-N_4,2,WF,003,NR,N,4,Female,Angry,4
P063,WF-003-NR-N_4,2,WF,003,NR,N,4,Female,Angry,4
p057,WF-003-NR-N_4,2,WF,003,NR,N,4,Female,Angry,4
P035,WF-003-NR-N_4,1,WF,003,NR,N,4,Female,Angry,4
P034,WF-003-NR-N_4,1,WF,003,NR,N,4,Female,Angry,4
P049,WF-003-NR-N_4,1,WF,003,NR,N,4,Female,Angry,4
P047,WF-003-NR-N_4,1,WF,003,NR,N,4,Female,Angry,4
P030,WF-003-NR-N_4,2,WF,003,NR,N,4,Female,Angry,4
P007,WF-003-NR-N_4,1,WF,003,NR,N,4,Female,Angry,4
P024,WF-003-NR-N_4,3,WF,003,NR,N,4,Female,Angry,4
P002,WF-003-NR-N_4,1,WF,003,NR,N,4,Female,Angry,4
P065,WF-003-NR-HC_1,4,WF,003,NR,HC,1,Female,Happy,1
P063,WF-003-NR-HC_1,3,WF,003,NR,HC,1,Female,Happy,1
p057,WF-003-NR-HC_1,4,WF,003,NR,HC,1,Female,Happy,1
P035,WF-003-NR-HC_1,1,WF,003,NR,HC,1,Female,Happy,1
P034,WF-003-NR-HC_1,3,WF,003,NR,HC,1,Female,Happy,1
P049,WF-003-NR-HC_1,5,WF,003,NR,HC,1,Female,Happy,1
P047,WF-003-NR-HC_1,5,WF,003,NR,HC,1,Female,Happy,1
P030,WF-003-NR-HC_1,5,WF,003,NR,HC,1,Female,Happy,1
P007,WF-003-NR-HC_1,5,WF,003,NR,HC,1,Female,Happy,1
P024,WF-003-NR-HC_1,5,WF,003,NR,HC,1,Female,Happy,1
P002,WF-003-NR-HC_1,2,WF,003,NR,HC,1,Female,Happy,1
P065,WF-003-NR-A_4,3,WF,003,NR,A,4,Female,Angry,4
P063,WF-003-NR-A_4,4,WF,003,NR,A,4,Female,Angry,4
p057,WF-003-NR-A_4,4,WF,003,NR,A,4,Female,Angry,4
P035,WF-003-NR-A_4,5,WF,003,NR,A,4,Female,Angry,4
P034,WF-003-NR-A_4,2,WF,003,NR,A,4,Female,Angry,4
P049,WF-003-NR-A_4,5,WF,003,NR,A,4,Female,Angry,4
P047,WF-003-NR-A_4,3,WF,003,NR,A,4,Female,Angry,4
P030,WF-003-NR-A_4,4,WF,003,NR,A,4,Female,Angry,4
P007,WF-003-NR-A_4,4,WF,003,NR,A,4,Female,Angry,4
P024,WF-003-NR-A_4,4,WF,003,NR,A,4,Female,Angry,4
P002,WF-003-NR-A_4,4,WF,003,NR,A,4,Female,Angry,4
P065,WF-003-NR-F_6,2,WF,003,NR,F,6,Female,Scared,6
P063,WF-003-NR-F_6,5,WF,003,NR,F,6,Female,Scared,6
p057,WF-003-NR-F_6,2,WF,003,NR,F,6,Female,Scared,6
P035,WF-003-NR-F_6,1,WF,003,NR,F,6,Female,Scared,6
P034,WF-003-NR-F_6,1,WF,003,NR,F,6,Female,Scared,6
P049,WF-003-NR-F_6,1,WF,003,NR,F,6,Female,Scared,6
P047,WF-003-NR-F_6,1,WF,003,NR,F,6,Female,Scared,6
P030,WF-003-NR-F_6,1,WF,003,NR,F,6,Female,Scared,6
P007,WF-003-NR-F_6,3,WF,003,NR,F,6,Female,Scared,6
P024,WF-003-NR-F_6,1,WF,003,NR,F,6,Female,Scared,6
P002,WF-003-NR-F_6,1,WF,003,NR,F,6,Female,Scared,6
P055,WF-005-NR-N_4,1,WF,005,NR,N,4,Female,Angry,4
P036,WF-005-NR-N_4,2,WF,005,NR,N,4,Female,Angry,4
P018,WF-005-NR-N_4,1,WF,005,NR,N,4,Female,Angry,4
P014,WF-005-NR-N_4,1,WF,005,NR,N,4,Female,Angry,4
P050,WF-005-NR-N_4,1,WF,005,NR,N,4,Female,Angry,4
P011,WF-005-NR-N_4,2,WF,005,NR,N,4,Female,Angry,4
P030,WF-005-NR-N_4,1,WF,005,NR,N,4,Female,Angry,4
P005,WF-005-NR-N_4,5,WF,005,NR,N,4,Female,Angry,4
P024,WF-005-NR-N_4,5,WF,005,NR,N,4,Female,Angry,4
P001,WF-005-NR-N_4,2,WF,005,NR,N,4,Female,Angry,4
P055,WF-005-NR-HC_1,5,WF,005,NR,HC,1,Female,Happy,1
P036,WF-005-NR-HC_1,4,WF,005,NR,HC,1,Female,Happy,1
P018,WF-005-NR-HC_1,4,WF,005,NR,HC,1,Female,Happy,1
P014,WF-005-NR-HC_1,5,WF,005,NR,HC,1,Female,Happy,1
P050,WF-005-NR-HC_1,5,WF,005,NR,HC,1,Female,Happy,1
P011,WF-005-NR-HC_1,5,WF,005,NR,HC,1,Female,Happy,1
P030,WF-005-NR-HC_1,5,WF,005,NR,HC,1,Female,Happy,1
P005,WF-005-NR-HC_1,4,WF,005,NR,HC,1,Female,Happy,1
P024,WF-005-NR-HC_1,5,WF,005,NR,HC,1,Female,Happy,1
P001,WF-005-NR-HC_1,5,WF,005,NR,HC,1,Female,Happy,1
P055,WF-005-NR-A_4,5,WF,005,NR,A,4,Female,Angry,4
P036,WF-005-NR-A_4,4,WF,005,NR,A,4,Female,Angry,4
P018,WF-005-NR-A_4,4,WF,005,NR,A,4,Female,Angry,4
P014,WF-005-NR-A_4,5,WF,005,NR,A,4,Female,Angry,4
P050,WF-005-NR-A_4,5,WF,005,NR,A,4,Female,Angry,4
P011,WF-005-NR-A_4,4,WF,005,NR,A,4,Female,Angry,4
P030,WF-005-NR-A_4,4,WF,005,NR,A,4,Female,Angry,4
P005,WF-005-NR-A_4,3,WF,005,NR,A,4,Female,Angry,4
P024,WF-005-NR-A_4,4,WF,005,NR,A,4,Female,Angry,4
P001,WF-005-NR-A_4,4,WF,005,NR,A,4,Female,Angry,4
P055,WF-005-NR-F_6,3,WF,005,NR,F,6,Female,Scared,6
P036,WF-005-NR-F_6,2,WF,005,NR,F,6,Female,Scared,6
P018,WF-005-NR-F_6,4,WF,005,NR,F,6,Female,Scared,6
P014,WF-005-NR-F_6,4,WF,005,NR,F,6,Female,Scared,6
P050,WF-005-NR-F_6,1,WF,005,NR,F,6,Female,Scared,6
P011,WF-005-NR-F_6,5,WF,005,NR,F,6,Female,Scared,6
P030,WF-005-NR-F_6,2,WF,005,NR,F,6,Female,Scared,6
P005,WF-005-NR-F_6,1,WF,005,NR,F,6,Female,Scared,6
P024,WF-005-NR-F_6,4,WF,005,NR,F,6,Female,Scared,6
P001,WF-005-NR-F_6,3,WF,005,NR,F,6,Female,Scared,6
P60,WF-007-NR-N_4,1,WF,007,NR,N,4,Female,Angry,4
P055,WF-007-NR-N_4,1,WF,007,NR,N,4,Female,Angry,4
P035,WF-007-NR-N_4,1,WF,007,NR,N,4,Female,Angry,4
P016,WF-007-NR-N_4,2,WF,007,NR,N,4,Female,Angry,4
P051,WF-007-NR-N_4,2,WF,007,NR,N,4,Female,Angry,4
P010,WF-007-NR-N_4,1,WF,007,NR,N,4,Female,Angry,4
P009,WF-007-NR-N_4,2,WF,007,NR,N,4,Female,Angry,4
P044,WF-007-NR-N_4,1,WF,007,NR,N,4,Female,Angry,4
P025,WF-007-NR-N_4,1,WF,007,NR,N,4,Female,Angry,4
P002,WF-007-NR-N_4,1,WF,007,NR,N,4,Female,Angry,4
P60,WF-007-NR-HC_1,4,WF,007,NR,HC,1,Female,Happy,1
P055,WF-007-NR-HC_1,5,WF,007,NR,HC,1,Female,Happy,1
P035,WF-007-NR-HC_1,5,WF,007,NR,HC,1,Female,Happy,1
P016,WF-007-NR-HC_1,4,WF,007,NR,HC,1,Female,Happy,1
P051,WF-007-NR-HC_1,5,WF,007,NR,HC,1,Female,Happy,1
P010,WF-007-NR-HC_1,5,WF,007,NR,HC,1,Female,Happy,1
P009,WF-007-NR-HC_1,5,WF,007,NR,HC,1,Female,Happy,1
P044,WF-007-NR-HC_1,5,WF,007,NR,HC,1,Female,Happy,1
P025,WF-007-NR-HC_1,5,WF,007,NR,HC,1,Female,Happy,1
P002,WF-007-NR-HC_1,4,WF,007,NR,HC,1,Female,Happy,1
P60,WF-007-NR-A_4,5,WF,007,NR,A,4,Female,Angry,4
P055,WF-007-NR-A_4,4,WF,007,NR,A,4,Female,Angry,4
P035,WF-007-NR-A_4,5,WF,007,NR,A,4,Female,Angry,4
P016,WF-007-NR-A_4,4,WF,007,NR,A,4,Female,Angry,4
P051,WF-007-NR-A_4,5,WF,007,NR,A,4,Female,Angry,4
P010,WF-007-NR-A_4,5,WF,007,NR,A,4,Female,Angry,4
P009,WF-007-NR-A_4,5,WF,007,NR,A,4,Female,Angry,4
P044,WF-007-NR-A_4,3,WF,007,NR,A,4,Female,Angry,4
P025,WF-007-NR-A_4,2,WF,007,NR,A,4,Female,Angry,4
P002,WF-007-NR-A_4,5,WF,007,NR,A,4,Female,Angry,4
P60,WF-007-NR-F_6,4,WF,007,NR,F,6,Female,Scared,6
P055,WF-007-NR-F_6,1,WF,007,NR,F,6,Female,Scared,6
P035,WF-007-NR-F_6,1,WF,007,NR,F,6,Female,Scared,6
P016,WF-007-NR-F_6,4,WF,007,NR,F,6,Female,Scared,6
P051,WF-007-NR-F_6,4,WF,007,NR,F,6,Female,Scared,6
P010,WF-007-NR-F_6,5,WF,007,NR,F,6,Female,Scared,6
P009,WF-007-NR-F_6,1,WF,007,NR,F,6,Female,Scared,6
P044,WF-007-NR-F_6,2,WF,007,NR,F,6,Female,Scared,6
P025,WF-007-NR-F_6,5,WF,007,NR,F,6,Female,Scared,6
P002,WF-007-NR-F_6,4,WF,007,NR,F,6,Female,Scared,6
P064,WF-008-NR-N_4,3,WF,008,NR,N,4,Female,Angry,4
P058,WF-008-NR-N_4,1,WF,008,NR,N,4,Female,Angry,4
P019,WF-008-NR-N_4,1,WF,008,NR,N,4,Female,Angry,4
P033,WF-008-NR-N_4,1,WF,008,NR,N,4,Female,Angry,4
P032,WF-008-NR-N_4,1,WF,008,NR,N,4,Female,Angry,4
P048,WF-008-NR-N_4,2,WF,008,NR,N,4,Female,Angry,4
P008,WF-008-NR-N_4,1,WF,008,NR,N,4,Female,Angry,4
P029,WF-008-NR-N_4,1,WF,008,NR,N,4,Female,Angry,4
P007,WF-008-NR-N_4,1,WF,008,NR,N,4,Female,Angry,4
P004,WF-008-NR-N_4,1,WF,008,NR,N,4,Female,Angry,4
P001,WF-008-NR-N_4,1,WF,008,NR,N,4,Female,Angry,4
P064,WF-008-NR-HC_1,4,WF,008,NR,HC,1,Female,Happy,1
P058,WF-008-NR-HC_1,3,WF,008,NR,HC,1,Female,Happy,1
P019,WF-008-NR-HC_1,4,WF,008,NR,HC,1,Female,Happy,1
P033,WF-008-NR-HC_1,5,WF,008,NR,HC,1,Female,Happy,1
P032,WF-008-NR-HC_1,4,WF,008,NR,HC,1,Female,Happy,1
P048,WF-008-NR-HC_1,5,WF,008,NR,HC,1,Female,Happy,1
P008,WF-008-NR-HC_1,4,WF,008,NR,HC,1,Female,Happy,1
P029,WF-008-NR-HC_1,5,WF,008,NR,HC,1,Female,Happy,1
P007,WF-008-NR-HC_1,4,WF,008,NR,HC,1,Female,Happy,1
P004,WF-008-NR-HC_1,4,WF,008,NR,HC,1,Female,Happy,1
P001,WF-008-NR-HC_1,5,WF,008,NR,HC,1,Female,Happy,1
P064,WF-008-NR-A_4,5,WF,008,NR,A,4,Female,Angry,4
P058,WF-008-NR-A_4,5,WF,008,NR,A,4,Female,Angry,4
P019,WF-008-NR-A_4,5,WF,008,NR,A,4,Female,Angry,4
P033,WF-008-NR-A_4,4,WF,008,NR,A,4,Female,Angry,4
P032,WF-008-NR-A_4,5,WF,008,NR,A,4,Female,Angry,4
P048,WF-008-NR-A_4,3,WF,008,NR,A,4,Female,Angry,4
P008,WF-008-NR-A_4,5,WF,008,NR,A,4,Female,Angry,4
P029,WF-008-NR-A_4,5,WF,008,NR,A,4,Female,Angry,4
P007,WF-008-NR-A_4,5,WF,008,NR,A,4,Female,Angry,4
P004,WF-008-NR-A_4,4,WF,008,NR,A,4,Female,Angry,4
P001,WF-008-NR-A_4,4,WF,008,NR,A,4,Female,Angry,4
P064,WF-008-NR-F_6,4,WF,008,NR,F,6,Female,Scared,6
P058,WF-008-NR-F_6,3,WF,008,NR,F,6,Female,Scared,6
P019,WF-008-NR-F_6,5,WF,008,NR,F,6,Female,Scared,6
P033,WF-008-NR-F_6,1,WF,008,NR,F,6,Female,Scared,6
P032,WF-008-NR-F_6,5,WF,008,NR,F,6,Female,Scared,6
P048,WF-008-NR-F_6,5,WF,008,NR,F,6,Female,Scared,6
P008,WF-008-NR-F_6,3,WF,008,NR,F,6,Female,Scared,6
P029,WF-008-NR-F_6,5,WF,008,NR,F,6,Female,Scared,6
P007,WF-008-NR-F_6,4,WF,008,NR,F,6,Female,Scared,6
P004,WF-008-NR-F_6,4,WF,008,NR,F,6,Female,Scared,6
P001,WF-008-NR-F_6,5,WF,008,NR,F,6,Female,Scared,6
P60,WF-009-NR-N_4,1,WF,009,NR,N,4,Female,Angry,4
P059,WF-009-NR-N_4,1,WF,009,NR,N,4,Female,Angry,4
P054,WF-009-NR-N_4,1,WF,009,NR,N,4,Female,Angry,4
P034,WF-009-NR-N_4,2,WF,009,NR,N,4,Female,Angry,4
P053,WF-009-NR-N_4,2,WF,009,NR,N,4,Female,Angry,4
P045,WF-009-NR-N_4,2,WF,009,NR,N,4,Female,Angry,4
P029,WF-009-NR-N_4,1,WF,009,NR,N,4,Female,Angry,4
P027,WF-009-NR-N_4,1,WF,009,NR,N,4,Female,Angry,4
P003,WF-009-NR-N_4,3,WF,009,NR,N,4,Female,Angry,4
P60,WF-009-NR-HC_1,5,WF,009,NR,HC,1,Female,Happy,1
P059,WF-009-NR-HC_1,5,WF,009,NR,HC,1,Female,Happy,1
P054,WF-009-NR-HC_1,4,WF,009,NR,HC,1,Female,Happy,1
P034,WF-009-NR-HC_1,4,WF,009,NR,HC,1,Female,Happy,1
P053,WF-009-NR-HC_1,5,WF,009,NR,HC,1,Female,Happy,1
P045,WF-009-NR-HC_1,4,WF,009,NR,HC,1,Female,Happy,1
